61004	804	199	852	295	10

#Green-plant					
#down					
63001	660	102	708	198	10
63002	708	102	756	198	10
#up					
63003	756	102	804	198	10
63004	804	102	852	198	10

#piranha					
64001	563	102	612	198	10
64002	612	102	660	198	10
				
#FIREBALL					
62001	0	0	25	26	30
62002	33	0	57	26	30
62003	66	0	91	26	30
62004	97	0	122	26	30
					
#KOOPAS					
70001	82	196	133	280	10
70002	139	196	190	280	10
#die					
70003	85	289	136	340	10
70004	148	289	199	340	10
70005	211	289	262	340	10
70006	210	222	269	275	10

#PARAKOOPA - GREEN					
#WING					
71001	313	384	364	468	10
71002	376	384	427	468	10
71003	439	384	491	468	10
#NO-WING					
71004	91	355	143	436	10
71005	148	355	200	436	10
#DIE					
71006	94	444	145	497	10
71007	157	444	208	497	10
71008	219	444	272	497	10
71009	220	378	278	431	10
									
#GOOMBA					
30001	25	31	76	82	10
30002	94	31	145	82	10
#die					
30003	160	52	211	82	10

#paragoomba					
#fly					
31001	196	102	259	179	10
31002	268	102	331	179	10
#walk					
31003	346	118	410	179	10
31004	418	118	482	179	10
#lv1					
31005	310	207	362	259	10
31006	372	207	424	259	10
#die					
31007	433	229	485	259	10

#EFFECT					
#small to big					
19001	2052	2065	2095	2087	0
#big to raccoon	&& destroyed fireball	
19002	113	2	163	52	50
19003	173	2	211	52	50
19004	227	2	265	52	50
19005	280	2	321	52	50
#raccoon attack by tail
19006	0	0	55	51	50
19007	59	0	109	51	50

#raccoon roll				
19100	1004	1022	1066	1087	0
19101	1073	1022	1135	1087	0
19102	1139	1022	1204	1087	0
19103	1211	1022	1279	1087	0
19104	1286	1022	1348	1087	0
19105	1355	1022	1417	1087	0
19106	1424	1022	1489	1087	0
19107	1496	1022	1564	1087	0

#EFFECT-POINT					
90100	182	266	217	292	20
90200	224	266	262	292	20
91000	359	266	406	292	20

#HUD					
#board					
99900	34	382	734	469	20
#arrow sign WHITE					
99910	190	484	217	508	20
#arrow sign BLACK					
99911	274	484	296	508	20
#power sign WHITE					
99912	217	484	265	508	20
#power sign BLACK			
99913	301	484	343	508	20
					
#number					
99990	95	71	121	94	20
99991	161	71	181	94	20
99992	212	71	238	94	20
99993	269	71	295	94	20
99994	323	71	349	94	20
99995	380	71	406	94	20
99996	434	71	460	94	20
99997	485	71	511	94	20
99998	536	71	562	94	20
99999	590	71	616	94	20

#abcd...
99001	645	72	671	94	20
99002	699	72	728	94	20
99003	95	115	121	142	20
99004	161	115	181	142	20
99005	212	115	238	142	20
99006	269	115	295	142	20
99007	323	115	349	142	20
99008	380	115	406	142	20
99009	434	115	460	142	20
99010	485	115	511	142	20
99011	536	115	562	142	20
99012	590	115	616	142	20
99013	645	115	671	142	20
99014	699	115	728	142	20
99015	95	162	121	191	20
99016	161	162	161	191	20
99017	212	162	212	191	20
99018	269	162	269	191	20
99019	323	162	323	191	20
99020	380	162	380	191	20
99021	434	162	434	191	20
99022	485	162	485	191	20
99023	536	162	536	191	20
99024	590	162	590	191	20
99025	645	162	645	191	20
99026	699	162	699	191	20

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#SMALL
#idle
100	10001	100
#walk
101	10001	100	10002	100
#jump
102	10003	100
#run
103	10001	50	10002	50
#pre-fly
104	10004	50	10005	50
#fly
105	10006	100
#stop
106	10007	100
#kick
107	10008	1000
#drop
108	10003	100
#handle
#idle
109	10009	100
#walk
110	10009	100	10010	100
#jump
111	10010	100
#front
112	10011	100
#die
199	10099	100

#BIG
#idle
130	11001	100
#walk
131	11001	100	11002	100	11003	100
#sit
132	11004	100
#jump
133	11005	100
#run
134	11001	30	11002	30	11003	30
#pre-fly
135	11006	30	11007	30	11008	30
#fly
136	11009	100
#stop
137	11010	100
#kick
138	11011	1000
#drop
139	11003	100
#handle
#idle
140	11012	100
#walk
141	11012	100	11013	100
#jump
142	11014	100
#front
143	11015	100

#RACCOON
#idle
160	12001	100
#walk
161	12001	100	12002	100	12003	100
#sit
162	12004	100
#jump
163	12005	100
#run
164	12001	30	12002	30	12003	30
#drop
165	12006	40	12007	40	12008	40
#pre-fly
166	12009	30	12010	30	12011	30
#fly
167	12012	100	12013	100	12014	100
#stop
168	12015	100
#spin
169	12016	70	12017	70	12018	70
#kick
170	12019	1000
#drop
171	12006	100
#drop-fly
172	12006	100	12007	100
#handle
#idle
173	12020	100
#walk
174	12020	100	12021	100
#jump
175	12021	100
#front
176	12017	100

#FIRE
#idle
180	13001	100
#walk
181	13001	100	13002	100	13003	100
#sit
182	13004	100
#jump
183	13005	100
#run
184	13001	30	13002	30	13003	30
#pre-fly
185	13006	30	13007	30	13008	30
#fly
186	13009	100
#stop
187	13010	100
#kick
188	13011	1000
#drop
189	13003	100
#handle
#idle
190	13012	100
#walk
191	13012	100	13013	100
#jump
192	13014	100
#shoot fire
193	13015	50	13016	50
#jump shoot fire
194	13009	100
#front
195	13017	100

#Tranform mario
#small to big
200	10001	100	19001	100	10001	100	19001	100	10001	100	19001	100	11001	100	19001	100	11001	100	19001	100	11001	100
#big to raccoon
201	19002	100	19003	100	19004	100	19005	100
#raccoon attack by tail FX
202	19006	100	19007	100

#raccoon roll				
203	19100	30	19101	30	19102	30	19103	30	19104	30	19105	30	19106	30	19107	30

# ==== GOOMBA  =========
# walk
301	30001	100	30002	100
# die
302	30003	100

# ==== PARA GOOMBA  =========
#fly
311	31001	100	31002	100	31003	100	31004	100
#walk
312	31003	100	31004	100
#lv1
313	31005	100	31006	100
#die
314	31007	100

# ==== QUESTION BRICK =========
401	40001	200	40001	200	40002	200	40003	200	40004	200
402	40005	100

#debris-brick
410	41001	100	41002	100	41003	100	41004	100

#blockbrick
420	42001	100	42002	100	42003	100	42004	100
#brick block coin
421	50004	100

# ==== COIN =========
501	50001	100	50002	100	50003	100
502	50004	200	50005	200	50006	200

# ==== RED_MUSHROOM =========
510	51001	100

# ==== LEAF =========
520	52001	100

# ==== GREEN_MUSHROOM =========
530	53001	100

#switch					
540	54001	400	54002	400
541	54003	100

#card
550	51001	200	55001	200	55002	200
#mushrom-card
551	55100	70	55101	70	55106	70
#star-card
552	55102	70	55103	70	55106	70
#white-flower-card
553	55104	70	55105	70	55106	70
# ==== RED venus=========
#down
601	61001	100	61002	100
#up
602	61003	100	61004	100
#shoot up
603	61001	100
#shoot down
604	61003	100

# ==== GREEN venus=========
#down
631	63001	100	63002	100
#up
632	63003	100	63004	100
#shoot up
633	63001	100
#shoot down
634	63003	100

# ==== piranha=========
641	64001	100	64002	100

# ==== FIREBALL =========
620	62001	100	62002	100	62003	100	62004	100
621	19003	100	19005	100

# ==== KOOPAS =========
701	70001	100	70002	100
702	70003	100
703	70003	100	70004	100	70005	100

# ==== PARA KOOPAS =========
711	71004	100	71005	100
712	71006	100
713	71006	100	71007	100	71008	100
714	71001	100	71002	100	71003	100
#EFFECT-POINT
901	90100	100
902	90200	100
910	91000	100

# id	ani1	ani2	ani3
[ANIMATION_SETS]
# MARIO
1	100	101	102	103	104	105	106	107	108	199	130	131	132	133	134	135	136	137	138	139	160	161	162	163	164	165	166	167	168	169	170	171	172	200	201	109	110	111	140	141	142	173	174	175	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	203	112	143	176	195

# GOOMBA
3	301	302

# para goomba
31	311	312	313	314

# QUESTION BRICK 
22	401	420	402

#block brick
23	420	421

# COIN brick
25	501

#RED_MUSHROOM
26	510

#LEAF
27	520

#coin item
28	502

#GREEN_MUSHROOM
29	530

#switch
21	540	541

#card
55	550	551	552	553

#RED PLANT
60	601	602	603	604

#GREEN PLANT
63	631	632	633	634

#PIRANHA
64	641

#FIREBALL
62	620

#KOOPAS
70	701	702	703
#PARA KOOPAS
71	711	712	713	714

#EFFECTPool - ball - mario_attack - debris
65	621	202	410	901	902	910

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# MARIO
0	100	1000	1

[FONT]
0	99990
1	99991
2	99992
3	99993
4	99994
5	99995
6	99996
7	99997
8	99998
9	99999

a	99001
b	99002
c	99003
d	99004
e	99005
f	99006
g	99007
h	99008
i	99009
j	99010
k	99011
l	99012
m	99013
n	99014
o	99015
p	99016
q	99017
r	99018
s	99019
t	99020
u	99021
v	99022
w	99023
x	99024
y	99025
z	99026
arrowWhite	99910
arrowBlack	99911
powerWhite	99912
powerBlack	99913

[HUD]
99900
[MAP]
#id	.tmx	r	g	b	prefix
80000	map/World-map-1-1/world-1-1-map.tmx	255	255	255	map/World-map-1-1/
